OBJECTID_1,FID_1,NCESID,NAME,ADDRESS,CITY,COUNTY,STATE,ZIP,TELEPHONE,NAICS_CODE,NAICS_DESC,LEVEL_,TYPE,STATUS,POPULATION,ENROLLMENT,FULL_TIME_,START_GRAD,END_GRADE,precinct
742,55476,360008704310,IS 206 ANN MERSEREAU,2280 AQUEDUCT AVE,BRONX,BRONX COUNTY,NY,10468,(718) 584-1570,611110,Elementary and Secondary Schools,Middle,1,1,414,390,24,05,08,52
743,55554,360008704695,PS MS 280 MOSHOLU PARKWAY,3202 STEUBEN AVE,BRONX,BRONX COUNTY,NY,10467,(718) 405-6360,611110,Elementary and Secondary Schools,Primary,1,1,925,870,55,KG,08,52
744,55561,360008705556,THE CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC,2780 RESERVOIR AVE,BRONX,BRONX COUNTY,NY,10468,(718) 329-8550,611110,Elementary and Secondary Schools,High,1,1,447,422,25,09,12,52
745,55567,360008705569,BRONX DANCE ACADEMY SCHOOL,3617 BAINBRIDGE AVE,BRONX,BRONX COUNTY,NY,10467,(718) 515-0410,611110,Elementary and Secondary Schools,Middle,1,1,284,266,18,06,08,52
746,55579,360008705799,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2780 RESERVOIR AVE,BRONX,BRONX COUNTY,NY,10468,(718) 329-8580,611110,Elementary and Secondary Schools,High,1,1,519,497,22,09,12,52
747,55582,360008705938,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2780 RESERVOIR AVE,BRONX,BRONX COUNTY,NY,10468,(718) 329-8570,611110,Elementary and Secondary Schools,Other,1,1,643,606,37,06,12,52
748,55588,360008700127,PS 51 BRONX NEW SCHOOL,695 EAST 182ND ST,BRONX,BRONX COUNTY,NY,10457,(718) 733-0347,611110,Elementary and Secondary Schools,Primary,1,1,243,225,18,KG,05,52
749,55602,360008701306,PS 291,2195 ANDREWS AVE,BRONX,BRONX COUNTY,NY,10453,(718) 563-0776,611110,Elementary and Secondary Schools,Primary,1,1,625,583,42,KG,04,52
750,55633,360008701922,BRONX HIGH SCHOOL OF SCIENCE,75 WEST 205TH ST,BRONX,BRONX COUNTY,NY,10468,(718) 817-7700,611110,Elementary and Secondary Schools,High,1,1,3147,3013,134,09,12,52
751,55636,360008701940,DEWITT CLINTON HIGH SCHOOL,100 WEST MOSHOLU PARKWAY SOUTH,BRONX,BRONX COUNTY,NY,10468,(718) 543-1000,611110,Elementary and Secondary Schools,High,1,1,4416,4195,221,09,12,52
752,55778,360008702332,PS 86 KINGSBRIDGE HEIGHTS,2756 RESERVOIR AVE,BRONX,BRONX COUNTY,NY,10468,(718) 584-5585,611110,Elementary and Secondary Schools,Primary,1,1,1898,1781,117,PK,06,52
753,55789,360008703783,PS IS 54,2703 WEBSTER AVE,BRONX,BRONX COUNTY,NY,10458,(718) 584-4203,611110,Elementary and Secondary Schools,Primary,1,1,539,505,34,PK,05,52
754,55796,360008704464,PS 246 POE CENTER,2641 GRAND CONCOURSE,BRONX,BRONX COUNTY,NY,10468,(718) 584-6764,611110,Elementary and Secondary Schools,Primary,1,1,737,684,53,KG,05,52
755,55811,360008705181,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,2780 RESEVOIR AVE,BRONX,BRONX COUNTY,NY,10468,(718) 329-7380,611110,Elementary and Secondary Schools,High,1,1,519,494,25,09,12,52
756,55824,360008705557,DISCOVERY HIGH SCHOOL,2780 RESERVOIR AVE,BRONX,BRONX COUNTY,NY,10468,(718) 733-3872,611110,Elementary and Secondary Schools,High,1,1,553,524,29,09,12,52
757,55962,360008702063,PS 8 ISSAC VARIAN,3010 BRIGGS AVE,BRONX,BRONX COUNTY,NY,10458,(718) 584-3043,611110,Elementary and Secondary Schools,Primary,1,1,1307,1219,88,KG,05,52
758,55972,360008702204,PS 46 EDGAR ALLEN POE,279 EAST 196TH ST,BRONX,BRONX COUNTY,NY,10458,(718) 584-4450,611110,Elementary and Secondary Schools,Primary,1,1,1316,1231,85,KG,05,52
759,55975,360008702210,PS 310 MARBLE HILL,260 WEST KINGSBRIDGE RD,BRONX,BRONX COUNTY,NY,10463,(718) 796-9434,611110,Elementary and Secondary Schools,Primary,1,1,807,752,55,PK,05,52
760,55978,360008702244,PS 56 NORWOOD HEIGHTS,341 EAST 207TH ST,BRONX,BRONX COUNTY,NY,10467,(718) 405-6330,611110,Elementary and Secondary Schools,Primary,1,1,719,678,41,KG,05,52
761,56823,360015202731,PS 225 THE EILEEN E ZAGLIN,1075 OCEANVIEW AVE,BROOKLYN,KINGS COUNTY,NY,11235,(718) 743-9793,611110,Elementary and Secondary Schools,Primary,1,1,978,906,72,PK,08,60
762,56825,360015202767,PS 253,601 OCEANVIEW AVE,BROOKLYN,KINGS COUNTY,NY,11235,(718) 332-3331,611110,Elementary and Secondary Schools,Primary,1,1,789,737,52,PK,05,60
763,56828,360015202821,PS 329 SURFSIDE,2929 WEST 30TH ST,BROOKLYN,KINGS COUNTY,NY,11224,(718) 996-3800,611110,Elementary and Secondary Schools,Primary,1,1,524,482,42,PK,05,60
764,56830,360015205826,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,521 WEST AVE,BROOKLYN,KINGS COUNTY,NY,11224,(718) 265-0329,611110,Elementary and Secondary Schools,High,1,1,508,482,26,09,12,60
765,56833,360015205940,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2630 BENSON AVE,BROOKLYN,KINGS COUNTY,NY,11214,(718) 333-7750,611110,Elementary and Secondary Schools,High,1,1,265,249,16,09,12,60
766,56835,360015205942,LIBERATION DIPLOMA PLUS,2865 WEST 19TH ST,BROOKLYN,KINGS COUNTY,NY,11224,(718) 946-6812,611110,Elementary and Secondary Schools,High,1,1,201,191,10,09,12,60
767,56841,360013502826,PS 370,3000 WEST 1ST ST,BROOKLYN,KINGS COUNTY,NY,11224,(718) 372-3777,611110,Elementary and Secondary Schools,Other,2,1,334,270,64,KG,12,60
768,56939,360015205827,HIGH SCHOOL OF SPORTS MANAGEMENT,2630 BENSON AVE,BROOKLYN,KINGS COUNTY,NY,11214,(718) 333-7650,611110,Elementary and Secondary Schools,High,1,1,392,370,22,09,12,60
769,56942,360015205941,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADER,2630 BENSON AVE,BROOKLYN,KINGS COUNTY,NY,11214,(718) 333-7700,611110,Elementary and Secondary Schools,High,1,1,245,226,19,09,12,60
770,56945,360013501927,PS 721 BROOKLYN OCCUPATIONAL TRAINING CENTER,64 AVE X,BROOKLYN,KINGS COUNTY,NY,11223,(718) 996-8199,611110,Elementary and Secondary Schools,High,2,1,552,479,73,09,12,60
771,57009,360015202346,PS 90 EDNA COHEN SCHOOL,2840 WEST 12TH ST,BROOKLYN,KINGS COUNTY,NY,11224,(718) 266-8090,611110,Elementary and Secondary Schools,Primary,1,1,636,594,42,PK,05,60
772,57011,360015202378,PS 100 THE CONEY ISLAND SCHOOL,2951 WEST 3RD ST,BROOKLYN,KINGS COUNTY,NY,11229,(718) 266-9477,611110,Elementary and Secondary Schools,Primary,1,1,765,720,45,PK,05,60
773,57013,360015202645,PS 188 MICHAEL E BERDY,3314 NEPTUNE AVE,BROOKLYN,KINGS COUNTY,NY,11224,(718) 266-6380,611110,Elementary and Secondary Schools,Primary,1,1,618,573,45,PK,05,60
774,57014,360015202702,PS 209 MARGARET MEAD,2609 EAST 7TH ST,BROOKLYN,KINGS COUNTY,NY,11235,(718) 743-1954,611110,Elementary and Secondary Schools,Primary,1,1,784,727,57,PK,08,60
775,57016,360015202754,MARK TWAIN IS 239 FOR THE GIFTED AND TALENTED,2401 NEPTUNE AVE,BROOKLYN,KINGS COUNTY,NY,11224,(718) 266-0814,611110,Elementary and Secondary Schools,Middle,1,1,1344,1281,63,06,08,60
776,57017,360015202797,PS 288 THE SHIRLEY TANYHILL,2950 WEST 25TH ST,BROOKLYN,KINGS COUNTY,NY,11224,(718) 449-8000,611110,Elementary and Secondary Schools,Primary,1,1,553,516,37,PK,08,60
777,57018,360015202888,WILLIAM E GRADY CAREER AND TECHNICAL EDUCATION HIG,25 BRIGHTON 4TH RD,BROOKLYN,KINGS COUNTY,NY,11235,(718) 332-5000,611110,Elementary and Secondary Schools,High,3,1,998,940,58,09,12,60
778,57019,360015204312,JOHN DEWEY HIGH SCHOOL,50 AVE X,BROOKLYN,KINGS COUNTY,NY,11223,(718) 373-6400,611110,Elementary and Secondary Schools,High,1,1,2274,2160,114,09,12,60
779,57090,360015201906,ABRAHAM LINCOLN HIGH SCHOOL,2800 OCEAN PKY,BROOKLYN,KINGS COUNTY,NY,11235,(718) 333-7400,611110,Elementary and Secondary Schools,High,1,1,2717,2593,124,09,12,60
780,57095,360015202708,PS 212 LADY DEBORAH MOODY,87 BAY 49TH ST,BROOKLYN,KINGS COUNTY,NY,11214,(718) 266-4841,611110,Elementary and Secondary Schools,Primary,1,1,670,620,50,PK,05,60
781,57106,360015202807,IS 303 HERBERT S EISENBERG,501 WEST AVE,BROOKLYN,KINGS COUNTY,NY,11224,(718) 996-0100,611110,Elementary and Secondary Schools,Middle,1,1,690,640,50,06,08,60
782,57946,360013504815,PS 771,1075 OCEANVIEW AVE,BROOKLYN,KINGS COUNTY,NY,11235,(718) 891-3602,611110,Elementary and Secondary Schools,Other,2,1,457,371,86,KG,12,60
783,98284,360015205823,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,2630 BENSON AVE,BROOKLYN,KINGS COUNTY,NY,11214,(718) 333-7860,611110,Elementary and Secondary Schools,High,1,1,364,343,21,09,12,60
784,98288,360015205926,KINGSBOROUGH EARLY COLLEGE SCHOOL,2630 BENSON AVE,BROOKLYN,KINGS COUNTY,NY,11214,(718) 333-7850,611110,Elementary and Secondary Schools,Other,1,1,502,472,30,06,11,60
785,97018,360100406101,CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,501 WEST AVE RM 300,BROOKLYN,KINGS COUNTY,NY,11224,NOT AVAILABLE,611110,Elementary and Secondary Schools,Middle,5,1,296,272,24,05,07,60
786,56665,360015300871,LEON M GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,1830 SHORE BLVD,BROOKLYN,KINGS COUNTY,NY,11235,(718) 386-8500,611110,Elementary and Secondary Schools,High,1,1,1066,1021,45,09,12,61
787,56669,360015302012,JHS 278 MARINE PARK,1925 STUART ST,BROOKLYN,KINGS COUNTY,NY,11229,(718) 375-3523,611110,Elementary and Secondary Schools,Middle,1,1,1122,1060,62,06,08,61
788,56678,360015302230,PS 52 SHEEPSHEAD BAY,2675 EAST 29TH ST,BROOKLYN,KINGS COUNTY,NY,11235,(718) 648-0882,611110,Elementary and Secondary Schools,Primary,1,1,837,784,53,PK,05,61
789,56752,360015202552,PS 153 HOMECREST,1970 HOMECREST AVE,BROOKLYN,KINGS COUNTY,NY,11229,(718) 375-4484,611110,Elementary and Secondary Schools,Primary,1,1,584,547,37,PK,05,61
790,56756,360015203011,IS 98 BAY ACADEMY,1401 EMMONS AVE,BROOKLYN,KINGS COUNTY,NY,11235,(718) 891-9005,611110,Elementary and Secondary Schools,Middle,1,1,1305,1244,61,06,08,61
791,56874,360015302003,JHS 14 SHELL BANK,2424 BATCHELDER ST,BROOKLYN,KINGS COUNTY,NY,11235,(718) 743-0220,611110,Elementary and Secondary Schools,Middle,1,1,663,610,53,06,08,61
792,56875,360015302695,PS 206 JOSEPH F LAMB,2200 GRAVESEND NECK RD,BROOKLYN,KINGS COUNTY,NY,11229,(718) 743-5598,611110,Elementary and Secondary Schools,Primary,1,1,1450,1370,80,PK,08,61
793,56927,360015202363,PS 95 THE GRAVESEND,345 VAN SICKLEN ST,BROOKLYN,KINGS COUNTY,NY,11223,(718) 449-5050,611110,Elementary and Secondary Schools,Primary,1,1,1032,962,70,PK,08,61
794,56938,360015202753,PS 238 ANNE SULLIVAN,1633 EAST 8TH ST,BROOKLYN,KINGS COUNTY,NY,11223,(718) 339-4355,611110,Elementary and Secondary Schools,Primary,1,1,640,587,53,PK,08,61
795,56943,360013501926,PS 811 CONNIE LEKAS SCHOOL,2525 HARING ST,BROOKLYN,KINGS COUNTY,NY,11235,(718) 769-6984,611110,Elementary and Secondary Schools,Other,2,1,437,374,63,06,12,61
796,57020,360015302009,JAMES MADISON HIGH SCHOOL,3787 BEDFORD AVE,BROOKLYN,KINGS COUNTY,NY,11229,(718) 758-7200,611110,Elementary and Secondary Schools,High,1,1,3203,3063,140,09,12,61
797,57022,360015302662,PS 194 RAOUL WALLENBERG,3117 AVE WEST,BROOKLYN,KINGS COUNTY,NY,11229,(718) 648-8804,611110,Elementary and Secondary Schools,Primary,1,1,470,431,39,PK,05,61
798,57023,360015302665,PS 195 MANHATTAN BEACH,131 IRWIN ST,BROOKLYN,KINGS COUNTY,NY,11235,(718) 648-9102,611110,Elementary and Secondary Schools,Primary,1,1,446,425,21,PK,05,61
799,57032,360015302768,PS 254 DAG HAMMARSKJOLD,1801 AVE Y,BROOKLYN,KINGS COUNTY,NY,11235,(718) 743-0890,611110,Elementary and Secondary Schools,Primary,1,1,686,642,44,PK,05,61
800,57034,360015302873,SHEEPSHEAD BAY HIGH SCHOOL,3000 AVE X,BROOKLYN,KINGS COUNTY,NY,11235,(718) 332-2003,611110,Elementary and Secondary Schools,High,1,1,2009,1924,85,09,12,61
801,57096,360015202713,PS 215 MORRIS H WEISS,415 AVE SOUTH,BROOKLYN,KINGS COUNTY,NY,11223,(718) 339-2464,611110,Elementary and Secondary Schools,Primary,1,1,809,769,40,PK,05,61
802,57099,360015202715,PS 216 ARTURO TOSCANINI,350 AVE X,BROOKLYN,KINGS COUNTY,NY,11223,(718) 645-2862,611110,Elementary and Secondary Schools,Primary,1,1,583,546,37,PK,05,61
803,57109,360015302748,JHS 234 ARTHUR W CUNNINGHAM,1875 EAST 17TH ST,BROOKLYN,KINGS COUNTY,NY,11229,(718) 645-1334,611110,Elementary and Secondary Schools,Middle,1,1,1969,1870,99,06,08,61
804,57111,360015302769,PS 255 BARBARA REING SCHOOL,1866 EAST 17TH ST,BROOKLYN,KINGS COUNTY,NY,11229,(718) 376-8494,611110,Elementary and Secondary Schools,Primary,1,1,895,833,62,PK,05,61
805,57393,360015302854,PS 277 GERRITSEN BEACH,2529 GERRITSEN AVE,BROOKLYN,KINGS COUNTY,NY,11229,(718) 743-6689,611110,Elementary and Secondary Schools,Primary,1,1,503,471,32,PK,05,61
806,56643,360015102692,PS 205 CLARION,6701 20TH AVE,BROOKLYN,KINGS COUNTY,NY,11204,(718) 236-2380,611110,Elementary and Secondary Schools,Primary,1,1,1003,937,66,PK,05,62
807,56650,360015102738,PS 229 DYKER,1400 BENSON AVE,BROOKLYN,KINGS COUNTY,NY,11228,(718) 236-5447,611110,Elementary and Secondary Schools,Primary,1,1,1112,1054,58,PK,08,62
808,56821,360015202473,PS 128 BENSONHURST,2075 84TH ST,BROOKLYN,KINGS COUNTY,NY,11214,(718) 373-5900,611110,Elementary and Secondary Schools,Primary,1,1,413,383,30,PK,05,62
809,56827,360015102761,PS 247,7000 21ST AVE,BROOKLYN,KINGS COUNTY,NY,11204,(718) 236-4205,611110,Elementary and Secondary Schools,Primary,1,1,813,761,52,PK,05,62
810,56860,360015102679,PS 200 BENSON SCHOOL,1940 BENSON AVE,BROOKLYN,KINGS COUNTY,NY,11214,(718) 236-5466,611110,Elementary and Secondary Schools,Primary,1,1,1419,1345,74,PK,05,62
811,56863,360015102735,JHS 227 EDWARD B SHALLOW,6500 16TH AVE,BROOKLYN,KINGS COUNTY,NY,11204,(718) 256-8218,611110,Elementary and Secondary Schools,Middle,1,1,1451,1357,94,06,08,62
812,56931,360015202370,PS 97 THE HIGHLAWN,1855 STILLWELL AVE,BROOKLYN,KINGS COUNTY,NY,11223,(718) 372-7393,611110,Elementary and Secondary Schools,Primary,1,1,861,805,56,PK,05,62
813,56934,360015202382,PS 101 THE VERRAZANO,2360 BENSON AVE,BROOKLYN,KINGS COUNTY,NY,11214,(718) 372-0221,611110,Elementary and Secondary Schools,Primary,1,1,936,879,57,PK,05,62
814,56936,360015202619,PS 177 THE MARLBORO,346 AVE P,BROOKLYN,KINGS COUNTY,NY,11204,(718) 375-9506,611110,Elementary and Secondary Schools,Primary,1,1,1004,944,60,PK,05,62
815,57004,360015102036,NEW UTRECHT HIGH SCHOOL,1601 80TH ST,BROOKLYN,KINGS COUNTY,NY,11214,(718) 232-2500,611110,Elementary and Secondary Schools,High,1,1,3416,3261,155,09,12,62
816,57005,360015102421,PS 112 LEFFERTS PARK,7115 15TH AVE,BROOKLYN,KINGS COUNTY,NY,11228,(718) 232-0685,611110,Elementary and Secondary Schools,Primary,1,1,556,521,35,KG,05,62
817,57010,360015202367,IS 96 SETH LOW,99 AVE P,BROOKLYN,KINGS COUNTY,NY,11204,(718) 236-1344,611110,Elementary and Secondary Schools,Middle,1,1,813,759,54,06,08,62
818,57035,360015102585,PS 163 BATH BEACH,109 BAY 14TH ST,BROOKLYN,KINGS COUNTY,NY,11214,(718) 236-9003,611110,Elementary and Secondary Schools,Primary,1,1,613,574,39,KG,07,62
819,57037,360015102641,PS 186 DR IRVING A GLADSTONE,7601 19TH AVE,BROOKLYN,KINGS COUNTY,NY,11214,(718) 236-7071,611110,Elementary and Secondary Schools,Primary,1,1,1015,955,60,PK,05,62
820,57038,360015102689,PS 204 VINCE LOMBARDI,8101 15TH AVE,BROOKLYN,KINGS COUNTY,NY,11228,(718) 236-2906,611110,Elementary and Secondary Schools,Primary,1,1,1192,1123,69,PK,05,62
821,57101,360015202736,IS 228 DAVID A BOODY,228 AVE SOUTH,BROOKLYN,KINGS COUNTY,NY,11223,(718) 375-7635,611110,Elementary and Secondary Schools,Middle,1,1,872,825,47,06,08,62
822,57103,360015202792,IS 281 JOSEPH B CAVALLARO,8787 24TH AVE,BROOKLYN,KINGS COUNTY,NY,11214,(718) 996-6706,611110,Elementary and Secondary Schools,Middle,1,1,1302,1220,82,06,08,62
823,57107,360015203107,BROOKLYN STUDIO SECONDARY SCHOOL,8310 21ST AVE,BROOKLYN,KINGS COUNTY,NY,11214,(718) 266-5032,611110,Elementary and Secondary Schools,Other,1,1,929,876,53,06,12,62
824,97042,360015106138,BROOKLYN SCHOOL OF INQUIRY,50 AVE P,BROOKLYN,KINGS COUNTY,NY,11218,NOT AVAILABLE,611110,Elementary and Secondary Schools,Primary,5,1,266,255,11,KG,03,62
825,100346,360015106197,PS 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,1664 BENSON AVE,BROOKLYN,KINGS COUNTY,NY,11214,(718) 382-3130,611110,Elementary and Secondary Schools,Primary,1,1,262,246,16,PK,02,62
826,97962,360015106120,THE ACADEMY OF TALENTED SCHOLARS,50 AVE P,BROOKLYN,KINGS COUNTY,NY,11218,NOT AVAILABLE,611110,Elementary and Secondary Schools,Unknown,5,1,22,-2,22,N,N,62
827,56680,360015302443,PS 119 AMERSFORT,3829 AVE K,BROOKLYN,KINGS COUNTY,NY,11210,(718) 377-7696,611110,Elementary and Secondary Schools,Primary,1,1,525,491,34,KG,05,63
828,56685,360015304885,PS 326,1800 UTICA AVE,BROOKLYN,KINGS COUNTY,NY,11234,(718) 241-4828,611110,Elementary and Secondary Schools,Primary,1,1,196,180,16,PK,01,63
829,56774,360015302853,PS 251 PAERDEGAT,1037 EAST 54TH ST,BROOKLYN,KINGS COUNTY,NY,11234,(718) 251-4110,611110,Elementary and Secondary Schools,Primary,1,1,688,634,54,PK,05,63
830,56992,360015302727,PS 222 KATHERINE R SNYDER,3301 QUENTIN RD,BROOKLYN,KINGS COUNTY,NY,11234,(718) 998-4298,611110,Elementary and Secondary Schools,Primary,1,1,917,849,68,PK,05,63
831,57031,360015302697,PS 207 ELIZABETH G LEARY,4011 FILLMORE AVE,BROOKLYN,KINGS COUNTY,NY,11234,(718) 645-8667,611110,Elementary and Secondary Schools,Primary,1,1,1310,1231,79,PK,08,63
832,57033,360015302852,PS 203 FLOYD BENNETT,5101 AVE M,BROOKLYN,KINGS COUNTY,NY,11234,(718) 241-8488,611110,Elementary and Secondary Schools,Primary,1,1,999,940,59,PK,05,63
833,57351,360015302007,JHS 78 ROY H MANN,1420 EAST 68TH ST,BROOKLYN,KINGS COUNTY,NY,11234,(718) 763-4701,611110,Elementary and Secondary Schools,Middle,1,1,1128,1060,68,06,08,63
834,57368,360015302752,PS 236 MILL BASIN,6302 AVE U,BROOKLYN,KINGS COUNTY,NY,11234,(718) 444-6969,611110,Elementary and Secondary Schools,Primary,1,1,668,630,38,PK,05,63
835,57372,360015302814,PS 312 BERGEN BEACH,7103 AVE T,BROOKLYN,KINGS COUNTY,NY,11234,(718) 763-4015,611110,Elementary and Secondary Schools,Primary,1,1,985,920,65,PK,05,63
836,97016,360100306159,HEBREW LANGUAGE ACADEMY,3340 KINGS HWY,BROOKLYN,KINGS COUNTY,NY,11234,NOT AVAILABLE,611110,Elementary and Secondary Schools,Primary,5,1,341,312,29,KG,03,63
837,56618,360015102396,PS 105 THE BLYTHEBOURNE,1031 59TH ST,BROOKLYN,KINGS COUNTY,NY,11219,(718) 438-3230,611110,Elementary and Secondary Schools,Primary,1,1,1875,1778,97,KG,05,66
838,56624,360015102625,PS 179 KENSINGTON,202 AVE C,BROOKLYN,KINGS COUNTY,NY,11218,(718) 438-4010,611110,Elementary and Secondary Schools,Primary,1,1,1024,966,58,PK,05,66
839,56625,360009205864,WEST BROOKLYN COMMUNITY HIGH SCHOOL,1053 41ST ST,BROOKLYN,KINGS COUNTY,NY,11218,(718) 686-1444,611110,Elementary and Secondary Schools,High,4,1,229,211,18,10,12,66
840,56640,360015102657,PS 192 MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY,4715 18TH AVE,BROOKLYN,KINGS COUNTY,NY,11204,(718) 633-3061,611110,Elementary and Secondary Schools,Primary,1,1,704,645,59,PK,08,66
841,56646,360015102729,JHS 223 THE MONTAUK,4200 16TH AVE,BROOKLYN,KINGS COUNTY,NY,11204,(718) 438-0155,611110,Elementary and Secondary Schools,Middle,1,1,761,709,52,06,08,66
842,56656,360015105955,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,4200 16TH AVE,BROOKLYN,KINGS COUNTY,NY,11204,(718) 438-3893,611110,Elementary and Secondary Schools,Other,1,1,403,372,31,06,10,66
843,56695,360009202482,PS 131,4305 FT HAMILTON PKY,BROOKLYN,KINGS COUNTY,NY,11219,(718) 686-1457,611110,Elementary and Secondary Schools,Primary,1,1,1097,1034,63,PK,05,66
844,56812,360013504478,PS 231,5601 16TH AVE,BROOKLYN,KINGS COUNTY,NY,11204,(718) 853-1884,611110,Elementary and Secondary Schools,Primary,2,1,323,266,57,KG,08,66
845,56854,360015102212,PS 48 MAPLETON,6015 18TH AVE,BROOKLYN,KINGS COUNTY,NY,11204,(718) 232-3873,611110,Elementary and Secondary Schools,Primary,1,1,662,622,40,PK,05,66
846,56859,360015102626,THE SEEALL ACADEMY,5601 16TH AVE,BROOKLYN,KINGS COUNTY,NY,11204,(718) 851-8070,611110,Elementary and Secondary Schools,Primary,1,1,1268,1185,83,PK,08,66
847,56932,360015202377,PS 99 ISAAC ASIMOV,1120 EAST 10TH ST,BROOKLYN,KINGS COUNTY,NY,11230,(718) 338-9201,611110,Elementary and Secondary Schools,Primary,1,1,813,765,48,PK,08,66
848,56970,360015102266,JHS 62 DITMAS,700 CORTELYOU RD,BROOKLYN,KINGS COUNTY,NY,11218,(718) 941-5450,611110,Elementary and Secondary Schools,Middle,1,1,1368,1280,88,06,08,66
849,57003,360015101947,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,5800 20TH AVE,BROOKLYN,KINGS COUNTY,NY,11204,(718) 621-8800,611110,Elementary and Secondary Schools,High,1,1,3337,3171,166,09,12,66
850,57007,360015102575,PS 160 WILLIAM T SAMPSON,5105 FORT HAMILTON PARKWAY,BROOKLYN,KINGS COUNTY,NY,11219,(718) 438-0337,611110,Elementary and Secondary Schools,Primary,1,1,948,887,61,KG,05,66
851,57012,360015202447,PS 121 NELSON A ROCKEFELLER,5301 20TH AVE,BROOKLYN,KINGS COUNTY,NY,11204,(718) 377-8845,611110,Elementary and Secondary Schools,Primary,1,1,348,319,29,PK,08,66
852,57015,360015202734,PS 226 ALFRED DE B MASON,6006 23RD AVE,BROOKLYN,KINGS COUNTY,NY,11204,(718) 256-1118,611110,Elementary and Secondary Schools,Primary,1,1,1036,960,76,PK,08,66
853,57036,360015102587,PS 164 CAESAR RODNEY,4211 14TH AVE,BROOKLYN,KINGS COUNTY,NY,11219,(718) 854-4100,611110,Elementary and Secondary Schools,Primary,1,1,553,504,49,PK,05,66
854,57148,360009202740,PS 230 DORIS L COHEN,1 ALBEMARLE RD,BROOKLYN,KINGS COUNTY,NY,11218,(718) 437-6135,611110,Elementary and Secondary Schools,Primary,1,1,1445,1359,86,PK,05,66
855,57408,360015102724,JHS 220 JOHN J PERSHING,4812 9TH AVE,BROOKLYN,KINGS COUNTY,NY,11220,(718) 633-8200,611110,Elementary and Secondary Schools,Middle,1,1,1351,1261,90,06,08,66
856,56416,360009605957,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,5800 TILDEN AVE,BROOKLYN,KINGS COUNTY,NY,11203,(718) 629-1204,611110,Elementary and Secondary Schools,High,1,1,315,294,21,09,12,67
857,56422,360009605959,ARTS AND MEDIA PREPARATORY ACADEMY,905 WINTHROP ST,BROOKLYN,KINGS COUNTY,NY,11203,(718) 773-3908,611110,Elementary and Secondary Schools,High,1,1,311,293,18,09,12,67
858,56426,360009605960,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,905 WINTHROP ST,BROOKLYN,KINGS COUNTY,NY,11203,(718) 773-3059,611110,Elementary and Secondary Schools,Middle,1,1,301,282,19,06,08,67
859,56460,360009502631,PS 181,1023 NEW YORK AVE,BROOKLYN,KINGS COUNTY,NY,11203,(718) 462-5298,611110,Elementary and Secondary Schools,Primary,1,1,1232,1146,86,PK,08,67
860,56699,360009602750,PS 235 LENOX SCHOOL,525 LENOX RD,BROOKLYN,KINGS COUNTY,NY,11203,(718) 773-4869,611110,Elementary and Secondary Schools,Primary,1,1,1369,1299,70,PK,08,67
861,56709,360009605958,MIDDLE SCHOOL FOR ART AND PHILOSPHY,1084 LENOX RD,BROOKLYN,KINGS COUNTY,NY,11212,(718) 342-7563,611110,Elementary and Secondary Schools,Middle,1,1,397,375,22,06,08,67
862,56712,360009605964,IT TAKES A VILLAGE ACADEMY,5800 TILDEN AVE,BROOKLYN,KINGS COUNTY,NY,11203,(718) 629-2307,611110,Elementary and Secondary Schools,High,1,1,412,382,30,09,12,67
863,56716,360009605965,MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES,905 WINTHROP ST,BROOKLYN,KINGS COUNTY,NY,11203,(718) 773-7343,611110,Elementary and Secondary Schools,Middle,1,1,380,357,23,06,08,67
